renderedContent,replyCount,retweetCount,likeCount,quoteCount,mentionedUserCount
"hell YEAH

DepreSSIOn

Living is overrated s/o to the one like on this tweet",0,0,1,0,0
"On a nicer note, in attempt to divert any depression... lol... I love bunnies and cats and my dog",0,0,0,0,0
"@AlexBoniello Literally my depression right now. I hope you're okay, sending all my love and stability 💕",0,0,0,0,1
@HistoryWalt Hearing him do the Tigger voice can cure your depression and bring a tear to your eye at the same time.,0,0,7,0,1
In the back of my head I’ve known life has been too good lately but I know that a big fuck off depression cycle has just kicked off. Wonderful. Just wonderful.,10,0,11,0,0
moons office gives me depression vibes,0,0,0,0,0
"I'm not alone, it's just me and your ghost, and this cripplin' depression 🎶",1,0,1,0,0
"To whoever read this,
When you feel depression or anxiety, give yourself an time from social media and take care of yourself. I mean, it's not that bad. But it's bad for you not to tale some responsibility to get things better and focus on your friends's needs too much than yours",1,2,6,0,0
"Sometimes you think you’ve hit your lowest low &amp; are on the upswing, starting to feel ok, then something else happens &amp; you slide right back into the mud. You just want to sink all the way in instead of trying to fight your way back up. But you will rise again.

#depression",0,3,7,0,0
"@FartyCheddarCat I don't have a hurty head so much as a mild depression, Cheddy-Sketti; but your cute face and poetry helps a lot!
(P.S: I hope you don't mind if I use your nickname!)",1,0,5,0,1
"Dumaan ako sa depression, anxiety, stress, ng walang nakaalam. Wala naman kasi akong pinagsabihan. Tanging kasama ko lang ay sarili ko, kumapit lang ako sakanya, nagtiwala. And ofcourse with the help of God.",0,0,4,0,0
@bellzkells @nellivfri These pics just watered my crops and cured my depression,0,0,2,0,2
"@Husky_Butt and uh, no i never got to try some when I was at mff. you can blame friends and depression, but mainly myself for that..",1,0,0,0,1
Speak to a THERAPIST..... wild guess speak to your MALE friends who you’d probably relate to the most and stop using women as a scapegoat to why you don’t speak up about depression when it’s most likely you don’t wanna be seen as weak by your boys...,0,2,1,0,0
@kalemother I don’t want my depression to get worse &gt;_&gt;,0,0,0,0,1
"Nathan and I are both depressed at the same time. It sucks. We’ve both struggled with depression for years, and our entire relationship we’ve known how to take turns caring for each other, but this is the first time we’ve been down at the same time.",1,0,15,0,0
Post 1am depression Twitter baby #P1AMDT https://t.co/Q1u2ZvR8CB,0,0,4,0,0
"Hey hey
I have a joke for you guys
.
.
.
.
.
.
Depression
YaYeet.",0,0,1,0,0
pusang galang anxiety &amp; depression yan kaya ako nawawalan ng gana sa lahat eh kakapagod ang pota,1,0,2,0,0
"Taiga's blog is so long again XD
And I feel like he might end up in a small depression, bc he also says he has no time to meet his friends and fears he lost some friends and that is super sad and I bet even if he laughs it off he might feel a bit bitter :(",1,0,2,0,0
Depression hitting so hard today might fuck around and disappear  because I can’t fight the feeling that I’m alone. 🙃,0,0,1,0,0
Is getting more overweight a sign of depression/stress for me?,2,0,3,0,0
"@bethorne I’ve tried all the tricks I know with her. My son has adhd/autism/anxiety/depression, and he is easier to handle than my daughter. She has a will of steel. My hubs keeps telling me she’ll be an amazing teenager. I’m holding him to that.",0,0,0,0,1
A lot of people will call you weak if you speak your mind about depression and that shits rough.,0,0,1,0,0
@irinahuang22 😭😭sending u so much hugs - i got a really low grade in that class despite doing well in assignments and tests bc i couldn’t show up during my depression / ptsd episodes - and it hurt so much bc i put a lot of care and work into it 😭ugh that “award” session was so much,0,0,0,0,1
It is only 7pm where i live why am i tired. Depression sucks ass like i do.,0,0,0,0,0
Damn it’s like depression or some shit really be hitting rn idk wtf is up,0,0,0,0,0
How tf you get rid of depression I tried everything 🤦🏾‍♂️,0,0,1,0,0
I feel like the winter time brings out depression .. need more sunny days,0,1,5,2,0
"@MatrixPrime_ But followed by the great depression. And then followed by world war 2. 🤔

Guess we just take things 1 decade at a time huh?",0,0,5,0,1
"What I am trying to tell you, though is that depression should be taken seriously. If needed you should find help. Many are here for you so please DM me if you need to talk or need help with anything. &lt;3",0,0,0,0,0
I’m not playing candy crush my depression is playing candy crush,0,0,16,0,0
When the depression hits so hard and you want to cry for no reason but you don't want to bother anyone about it because everyone seems busy and honestly you just kinda want a distraction but you're home alone and your life has been slowly falling apart for months... cheeeeeck...,0,0,3,0,0
"@FERRUMIRONWORKS @FrugalFoodiez @clark_gasm So, all I've said is that we need to take steps to keep guns away from irresponsible gun owners who might use that gun to take their own life or that of a spouse. Is your position that we should make sure it's easy for people with a history of depression or abuse to get a gun?",2,0,0,0,3
Depression be my only enemy left that I haven’t won against. It’s getting so bad that I think it’s tryna get me,0,0,0,0,0
"A common form of depression is thinking of your age and things you feel you should have achieved or be doing then comparing yourself with others (of same age or younger) who seem to have it all good already. 

A dangerous thing.",0,1,4,0,0
"like fucking hell depression is not letting me narrow in on anything for a minute, huh?",0,0,0,0,0
"Me: “I’ve been fatigued to the point of exhaustion for days, can barely get the energy to get off the couch, and don’t feel interested in much of anything. I wonder what’s going on with me.”

My depression: “Well, hello there sailor!”",0,0,14,1,0
"hey guys, my depression makes it hard for me to keep things clean. but this past week I have cleaned it ALL. I’m proud of myself.",2,0,3,0,0
"Anxiety and depression are exhausting, we know. RT if you're exhausted, depressed or stressed. #mentalhealthmemes #mentalhealthmatters https://t.co/Kgeap4dbvU",0,2,1,0,0
i already know this spring depression boutta hit different,0,2,1,0,0
Yung depression ba eh yung mabigat na mabigat na yung nararamdaman mo? Iba yung tibok ng puso mo tas parang tulala ka nalang?,1,0,1,0,0
I swear Chris is one of the many blessings I count twice at night. He helped me get out of depression and no matter what if I need him he’s there ❤️🤞🏻 all females need a true guy friend 💯,0,0,0,0,0
Tell me why my brother just guessed “depression” as a bond type. And my sister said “no that’s Gracie”??? Wtf??,0,0,3,0,0
"no one deserves disrespect but I'd be thinking twice for those person who mocks and discriminates those who have social anxiety, depression, and people who have mental illness.",0,5,33,1,0
i have crippling depression,0,0,1,0,0
"@KylieAgarand I think if I strike a match, all the kitty hair tumbleweeds hiding behind doors and under tables will ignite.

When both real adults in a house are struggling with depression, houses get gross really quickly.",1,0,0,0,1
"@mostlysharks @AlexandraErin Me: Opens up basement.

Depression: Oh hey, bro! I moved in here a month back, hope you don’t mind. Didn’t say anything, knew you were cool.",0,0,4,0,2
Post concert depression is hitting me real hard 😭 #SuperMinLondon,0,0,0,0,0
"YOOO

WE FINNA ENTER

GREAT DEPRESSION 2",0,0,2,0,0
did a little depression cleaning and rearranged my setup/office 🙂 https://t.co/qYaaCtpP7C,19,0,74,0,0
@krisis86 I can hook you up with a premium thieves kit AND a defused for only $198!!! Even cures cancer and aids and depression and erictile dysfunction and gingivitis,0,0,1,0,1
I’m convinced the salmon broccoli &amp; mashed potatoes from cheddars will solve my depression,0,0,1,0,0
@LFCAlexBlack Pal we all feel that way. Suffered from anxiety and depression for 12 years now and il tell u this everything  is effin scary. But anything worth having doesn't fall on a plate you gotta face them fears stay strong and fight for you want in this world 💪 #YNWA,0,0,2,0,0
@PokeliYT Excuse me? This picture once briefly cured my depression. https://t.co/ayJtqePLsn,0,0,13,0,1
"It’s time to go eat my favorite depression food, I say to myself as I listen to Kingdom Hearts music from my little sister’s room.",0,0,0,0,0
Y’all way too creative to let depression get the best of you 😕,0,0,0,0,0
@elosisofficial True Dyde. Ecclesiastes was written by Solomon in a very dark time in His life. He suffered from depression. Jesus is Our Hope.,1,0,1,0,1
@jinbailiamor He is the physical embodiment of depression,0,0,4,1,1
Kim Seokjin ended depression &amp; the ultimate cure to my anxiety! Iove you my Pochi! @BTS_twt #JIN #MoonByJin🌙 https://t.co/xkia9fprae,0,4,4,0,1
@Meggadoodle85 Rest assured my depression room is worse than yours... I'm workin' on it though... Trying.,1,0,1,0,1
Depression,0,1,2,0,0
people lose weight in college cause depression lol,0,0,1,0,0
@iridescentMnrch take things one day at a time. high expectations just lead to depression. go where the buyers are (currently twitter imo) and post at peak times. have your pfp header and pinned tweet be ur art. be nice to everyone until given a reason not to be. networking just sorta happens,1,0,8,0,0
"Its kinda sad to see your bro coming at ya to talk about his pent up emotions and depression n such cus nobody wants or care to hear him talk bout it

Even his gf 😔",11,12,216,0,0
happiness &amp; depression I’m stuck inside the middle 💯,0,0,0,0,0
God help us all.  I hope everyone prepares and treats this seriously.  Treating it like a joke ensures it'll spread.  I warned this is recession/depression level stuff. I was not kidding. https://t.co/Jjg3oYLE9E,2,0,4,0,0
"Guys...I hate depression. 

But I love having the skills to make my way through it when it lands on my doorstep.",2,0,27,0,0
"People gone have to realize that no one is actually responsible for your depression and if you’re seeking to put the blame on someone there is actually no one to blame, not even truly yourself",0,1,2,0,0
Battling depression is like standing alone in a boxing ring trying to fight people in the stands who have tranquilizer guns.,0,0,2,0,0
"@ProfessorGeorgy Depression is for my sad, lonely office.",0,0,1,0,1
@zain_azhar @ndaloisi This mindset is why investors will get burned. Every company and business is very capable of dying. Great depression happened before and can happen again.,1,0,0,0,2
@ItsMaouno @raxfunath41 Bon venant de klkun qui a du faire une dépression pour maigrir c'est plutôt culotté,0,0,2,0,2
The voices in my head are too loud... we need to deal with our depression https://t.co/jFX8VUB3L2,0,0,0,0,0
Not to brag but I took a 5 hour depression nap and woke up feeling like shit 😎,0,0,0,0,0
I Am Not Okay with This is actually about depression/mental health because the best superpowers are metaphors and it's pretty short and well worth your time and I don't see why I can't write about TV now so f*ck it full review coming,0,0,2,0,0
People who think posting about their fake depression is cool you needa stop it’s not trending to be fake sad,0,0,1,0,0
man depression is killing me.. do I really have to make ten attempts just to fully clean my room?? how does one stay motivated for that long,0,0,1,0,0
"i don’t have depression fortunately but sometimes when y’all talk about sleeping for like 16 hours in a day, that sounds kinda tight. (dont cancel me for this tweet plz)",1,0,2,0,0
@shaunYERRR @lordtaylorvb Which i agree with you! It takes a mature women to have patience and understanding when dealing with a man who is battling depression and/or anxiety,0,0,0,0,2
@agletterman Me too mostly. Depression sucks. https://t.co/uWy8qmWEie,0,0,0,0,1
When that 3:00am depression hits at 7:50 😔,0,1,3,0,0
"@LetUsUniteHere @clothing_lady @DrEricDing The last time we had a global pandemic (1918-1920), we had the roaring 20s afterwards followed by the great depression, followed by world war 2. Makes ya feel great right?",0,0,1,0,3
"@OrickCrystal Yep, TV can trigger depression. News, talk shows,  scripted/staged reality shows, other dramas...have been scientifically proven to cause underlying feelings of inadequacy, also trigger anger, sadness, anxiety, &amp; more negative emotions that increase blood pressure &amp; stress.",0,0,1,0,0
depression isnt good we know we cant blame somebody for not doing something bcuz of depression understandable but u gotta understand ppl will be mad if they feel like theyve been cheated on with false projects and vague ideas that dont even get the slightest of updates,1,0,0,0,0
@SippyAu Depression is kind of,1,0,3,0,1
"@Gramoss @terrychristian @PickardJE @HeleneBismarck If you remember, the amount of money the Country had under Labour was zero.  We were in a depression, not a recession.  The Country was broke so any debt could not be paid.  Now we have a higher percentage of income to the percentage of debt.  Doh!!!",0,0,0,0,4
No one wants to talk about depression and suicide/suicidal thoughts. Cuz it’s scary. Know what’s scarier? Living with that shit and knowing you can’t talk about it. #ImStrongCuzImStillHere,0,0,0,0,0
"@lyra0730 Condolences, Lyra. Losing a loved one to depression brings a different kind of hurt.",0,0,0,0,1
Haven’t felt this low in awhile. Depression and anxiety suck 🙃,0,0,6,0,0
"@SpiritusNox15 well, she cheered up significantly back on her episode when everyone showed her unconditional kindness

also, can't_be_an_idol_if_you_let_your_depression_show.mask

I'm honestly waiting for her to snap.

#Nananiji",0,0,0,0,1
"Nevermind me. Depression is kicking my ass big time. I am sad every day and every day I think “tomorrow will be better”. But it never is. I try not to think too much about these things so I don’t go crazy, but there are moments that I can’t stop it.",1,0,0,0,0
"...possible future events or unfocused or irrational worry. There are many ways anxiety disorders are expressed, including panic disorder, phobias, obsessive-compulsive disorder, or PTSD (post-traumatic stress disorder). Anxiety disorders are also linked to depression; these...",1,0,0,0,0
@cowboy_steel I too suffer from depression and know the dreadful feeling well.  Anxiety is part of it as well.,0,0,1,0,1
"I joked about depression in middle school and now i have it
Karmas a bitch",0,0,0,0,0
my hypochondria has convinced me i have coronavirus bc i have a sore throat bc i ate a ton of candy before taking a depression nap,0,0,2,0,0
Only remedy for hoops depression. Cookout in the West Texas breeze. Jalapeno poppers can cure most of your ills. #WreckEm,8,0,96,0,0
"@Riffs_Man @vincekilligan SC peaked in the late 1700s/early 1800s because they had the most desirable crop in the world at the time, but they overharvested sea-island cotton using unsustainable farming methods and hit a depression and really have never recovered. It's wild",0,0,0,0,2
saw a thing that sparked something in me and i am feeling The Depression once again,0,0,0,0,0
"@Andre_Maddox1 I'm so sorry! I've experienced several losses recently too. I understand. I have anxiety, depression and ptsd, so I get the ups and downs. Take it one day at a time and talk as you feel to. People are listening.",1,0,0,0,1
@Greg_Not_Craig it’s called regular depression,1,0,1,0,1
"Being roman Polanski, timothee chalamet (for being baby) , my mum for giving me life (Terrible move) , Sufjian Stevens and Lana Del Rey for Giving me depression , my ex bff and then 85% of my form class who want me to kms",0,0,0,0,0
"ash resolution 
satisfying future
in faith depression",0,0,0,0,0
"People with mental health problems are people too.

Hey there I'm death and I have Asperger's, severe depression and anxiety. I cannot show emotions and I don't talk much. to some people that labels me ""creepy"" or ""a pyscho"" but this is far from the truth.",1,0,3,0,0
depression killing me slowly,0,0,0,0,0
"keep getting insta ads for stuff i talk about with with bf so now the ads are clinical trial recruitment for depression, allergies, and ketamine lskjfkdlsl",0,0,1,0,0
i hate depression,0,0,0,0,0
"@katwinstonlover @AndrewR82318205 @AdamVW1958 My 'Depression' is bad enough, without more Chemicals telling Me.....""just go for it""
(The Ultimate way to Quit - Life AND Smoking!)",0,0,0,0,3
depression,1,0,1,0,0
Like on the cool unless you’re gonna leave me for a guy that you told me not to worry about and lead me into deep depression I don’t want the relationship,0,0,1,0,0
"“I got crippling depression” no nigga you got crippling loneliness, go outside and find your soulmate",0,0,0,0,0
@Merioks_A7 Je préfère les fins en mode DB mdr flemme d'être en dépression,1,0,0,0,1
Favorite parts ko sa concert ni Ebe Dancel kagabi is yung nagraise siya ng awareness tungkol sa depression and anxiety tapos Wag Ka Nang Umiyak. Tsaka yung Tulog Na kasi pinaakyat niya sa stage yung mga pamangkin niya. Huhuhu,1,1,9,0,0
"@weskoest Way to lean into your husband! I pray the weight is lifted and that God lifts you up, people in your life become “Jesus with skin on” &amp; along with the Doctor all partner to lift you up. (Luke was Apostle Paul’s doctor) David=mental struggles, and Spurgeon struggled w/ depression",0,0,0,0,1
"Pumping your fists and shouting, ""Yeah!"" when you first get woken up by the alarm will help you battle depression.",0,1,2,0,0
Tbh I’ve been “depressed” for a minute now but every time I make a little bit of progress. The depression is drowned out with joy,0,0,1,0,0
Depression.,0,0,0,0,0
"I'm writing a ""behind the book"" essay that will go in the back of my book and it's getting TOO REAL about my depression. I am lowkey worried about my parents reading this and wonder if I should scale back.",1,0,7,0,0
I have post-boyfriend depression already 😔😔😔,0,0,1,0,0
If they show order 66 in season 7 I'm going to be depression https://t.co/ONeeaZ0XFF,0,0,0,0,0
Fat joint Nd depression now there’s a weekend I can relate to,0,0,0,0,0
Depression really does suck,0,0,1,0,0
I’m terribly lonely... i can surround myself around millions of hobbies ideas or people and still feel the same... #depression,0,0,0,0,0
"I could write a book and shit will fly... 

I had the most interesting life when I was younger. 

- A career as a Criminal 
- Been to Jail 3 times 
- Dated Strippers 
- Crazy psychopath ex 
- Struggled with depression &amp; gambling",1,2,9,0,0
@VinoInTheFace Same. Gaining too much weight. I eat to make my depression go away and it doesn’t work. Just makes me fat.,1,0,0,0,0
"Now I know why so many people suicide,because of pain to sadness and sadness to loneliness and loneliness to depression",0,0,0,0,0
Taking massive action towards goals cures depression.,2,59,307,1,0
"I am the scene in us of tara when she checks herself into the hospital and looks out the window to see snow. 
what have I forgotten. how are literal years gone. what the fuck has depression taken from me and I didn't even realise",0,0,0,0,0
"My autism makes it hard to understand people, hard to connect and constantly makes me feel like I’ve done something wrong to make people not like me. I’m constantly battling a depression because I don’t feel like I belong in this world.",0,0,1,0,0
I know God will bless and free me from depression today💕🙏 https://t.co/Jk2DO7pylI,0,0,8,0,0
I got plants in my room and my depression didnt disappear what the FUCK https://t.co/OMWU7GEb46,5,2,54,0,0
@edealvl Tu fais une dépression ?,1,0,1,0,1
"INSTITUTE OF ADVANCED STUDIES, UK
EXPERTS IN SCHIZOPHRENIA, BIPOLAR DISORDER AND DEPRESSION https://t.co/BHb9zHfIt7",0,0,0,0,0
I've been taking medicine for my depression I'm going to make sure I feel good in my heart first and foremost,1,0,2,0,0
"When a guy starts talking about his mental issues and struggle with depression or anxiety

Society: https://t.co/RpLnH29UZw",0,0,0,0,0
Oh look the depression is back 🙃,0,0,0,0,0
PSA: living with depression is fucking soul destroying,0,2,3,0,0
"@NatureandRobots Procrastination, creeper stalking of your ex, depression, anxiety, bullying, inflated false sense of self worth, tracking of your interests and them selling your information... etc",1,1,3,0,1
"@steve_asbell I’m rekindling my SI in Art History. After I got my MA, I went into a weird avoidant depression about my subject because I’d had such a difficult time in university. I felt ashamed. My diagnosis last year has explained so much for me. It’s such a joy to return to this subject 🥰",0,0,11,0,1
"All the Bright Places is a great movie in that it makes you feel a lot of things, but if you are struggling with depression and/or anxiety this may not be the best book/movie to get into. Consider this a trigger warning :)",0,0,1,0,0
"@King_Tom_BE Ce qui est drôle c’est que MisterMV ne me fait pas rire (excepté certain best of) alors que Squeezie est devenu divertissant.
C’est pas à se taper le cul par terre mais ça me va et ça permet à ma petite dépression de rester en pause.",2,0,0,0,1
i’ve got a bad case of depression room lets goooo,0,0,1,0,0
If China and America got into recession we will go into a Depression.,0,0,0,0,0
making a 20 minute depression track for myself on garageband while waiting 3 hrs to see a dumb boy in starbucks https://t.co/CviwGQyHGl,2,0,6,0,0
me feel like this? Is it just because I'm confusing thinking someone is smart with liking someone? Am I confusing depression with beign good at avoiding conflict? Why can't I just tell her I LIKE her and not feel like she'll call me a creep,1,0,0,0,0
Seasonal Depression 2: Electric Boogaloo,0,0,0,0,0
"@fouwzi Fouwzi, there's peer review research I read about 1995 and the conclusion was, first immigrants to a country usually die of or get depression related diseases and their kids mostly end up not achieving but after couple of generations they fit in.  ....1/2",1,0,2,0,1
@CaraLisette You went before others and the road was steep and covered in potho It seemed hopeless but you kept climbing and haven't given up. There are a lot of others just starting out and finding they have depression or anxiety or whatever but are discouraged.  But they see you up ahead...,0,0,1,0,1
"Il y a sûrement des gens qui verront ce tweet et qui vivent ou qui ont vécu ce qu’est une dépression peu importe le degré. Restez pas seuls, demandez de l’aide (j’ai l’impression de faire de la prévention type 13RW mais osf) PARLEZ À VOS PARENTS ou à une personne de CONFIANCE.",1,1,0,0,0
My depression hits me too much at times 😔,0,0,0,0,0
"Biasanya bebudak yang jenis ni, ada penyakit : 
1. Dipinggirkan masyarakat,
2. Kurang perhatian keluarga,
3. Depression. https://t.co/imOKaMi2qg",2,0,0,0,0
Depression and grief is the worst combination,0,0,0,0,0
"PRESSURED SPEECH, POVERTY OF SPEECH,
HIGH MOTIVATION, LOW MOTIVATION,
HIGH ENERGY, LOW ENERGY,
HEDONIA, ANHEDONIA,
EUPHORIA, DEPRESSION,
LESS SLEEP, MORE SLEEP,
#MANIA AND THE  #NEGATIVE SYMPTOMS OF #SCHIZOPHRENIA ARE COMPLETELY OPPOSITE",0,0,0,0,0
February 28th: how bad was my seasonal depression? I just took down my christmas tree.,0,0,0,0,0
"Yea, I’m getting faded tonight. Depression has been on my ass all week.",0,0,0,0,0
I'm with acute depression. I need vacation,0,0,0,0,0
"@robotmatt If this was a tv show, there'd be a post of gifs from Dal's explanation of depression shared a quarter million times. @aalgar",0,0,1,0,2
@TheBacklog_Flex Depression is when I missed out on his Pre-Orders!,1,0,1,0,1
I wonder where the fuck is my head at like for real battling depression it's a bitch in these day's I'm over here tryna live in a good life and be with my family and friends and depression is just eating me alive so fucking bad it's a real heart ache and a head ache y'all stay 💪🏼 https://t.co/rXP8ZkUMPm,0,0,0,0,0
Sleeping all day or being sleepy all the time is a sign of depression. . . Check on ya sleepy friends!!,0,0,0,0,0
Whats really sad is I have a good writing idea that would really help me. The sad part is its fueled by a depression induced mood and this is not healthy.,0,0,0,0,0
"@DaBabyVegeta Il participe indirectement en prônant l'homophobie qui peut pousser au suicide, à la dépression, au meurtre, aux agressions etc, il est complice",1,0,0,0,0
"@real_defender @realDonaldTrump NOT AFTER THE 2020 TRUMP DEPRESSION,,Enjoy BoneSpurs CULT",0,0,0,0,2
"I need some help. I have an assignment where I’m supposed to interview people, but my depression is making it really hard to reach out to anyone, so if any of you could answer these questions, I’d really appreciate it. I also need your age, race, gender, LGBTQ+ y/n, disabled y/n https://t.co/95zVFIdp1H",3,1,3,1,0
Depression is whooping my ass but hi y’all https://t.co/xsl826Pdfx,2,0,2,0,0
"The @EPICEMRparody inbasket grief has 5 phases:
1 Denying there are so many messages
2 Anger: about not being able to clean it
3 Bargaining: with administrators about time limit to clean
4 depression: realizing one can never clear it
5 no acceptance, repeat 1",0,3,22,2,0
Depression pfffttt,1,0,0,0,0
i need warm weather really bad. i swear seasonal depression is a thing🤧,0,2,5,0,0
"puedo ver el matiz y el reflejo de mi depression, puedo ver el perfil del fanstasma que hay en mi interior",1,0,0,0,0
@Cloud9 gonna end up giving me depression with the way the season is going. 😭,0,0,1,0,1
is depression hereditary cos i will dropkick my father for handing this over to me,1,1,1,0,0
@armys_protect But we are so happy that we STAN BTS bcz of BTS alot of people are saved alot of people's depression is cured we are very thankful to BTS they did so hard they desvers the whole world they desvers all the happiness in this whole world we are proud that we are armys,0,0,0,0,0
"What can I do to help a people suffering from depression.
I know I'm the only one able to drag him out of the terrible situation.But I have no idea",0,0,0,0,0
"Sometimes I don’t know why I even bother talking to my mom about some stuff...she just doesn’t get it, she doesn’t get anxiety and depression. 😔😔😔",0,0,1,0,0
@LiberalD3mocrat @thelastgunslngr What goals? To win re-election? The economy was still miserable. Still deep in the Great Depression until WWll started. You wouldn’t argue the economy thrived under fdr I’m sure.,1,0,0,0,2
yes this is my depression playlist no i am not listening to ur,1,0,0,0,0
"One of those depression days. Don't worry I am keeping it to myself, but if you ask me what's wrong or anything i will most likely wont answer sorry",2,0,0,0,0
Depression done I'm sick of men,0,0,0,0,0
Long time wondering impact of  mental health issues but found out today at the funeral of a 21yr old boy. The same way a  flu or a cold hits us all in a different way so does a harsh word or a put down or depression Every one is different and we all suffer in a different way,0,1,16,0,0
@jennieclit Lemme suck the depression out those,1,0,1,0,1
@depression_and_ 残念カメラがない,0,0,1,0,1
I love when my depression ruins a perfectly beautiful Saturday😔,0,1,13,0,0
suck the depression outta my titties 🥺,13,22,42,13,0
Everyone’s depression tweeting time for bed,0,0,0,0,0
reina de conseguir cosas cuquis como post-concert depression coping mechanism https://t.co/v2jRMgf5fU,0,0,0,0,0
"قاعدة اسمع ريكورد اناتومي وبتكلم في الحركات حقت عضلة وقال: ""بتعمل depression بس دا غير اللي انت فيه"" https://t.co/fKbXrUZbx6",1,0,2,0,0
i used to be cute then depression hit https://t.co/ogiggFZz0V,0,0,0,0,0
@DocBandit no? It was like a some very low depression. Started with a d...lol,0,0,0,0,1
anyone’s post concert depression hit them like a truck??? i already miss them so much and don’t dare to watch my concert videos 😭@superm #SuperMinLondon #SuperM,0,0,1,0,1
"Me: I have depression again.

A family member who passed through town two days in a row: ✔️Read",0,0,1,0,0
Honestly feeling like I’ll give New York one more year and might chose a warmer climate to move to. Seasonal depression is a real thing and I’m seeing the patterns.,0,0,1,0,0
"Check out Madison &amp; Sons, a The Great Depression themed hole-in-the-wall joint specialising in deep fried drumstick steamed dumplings.",0,0,0,0,0
"People trying to work out what this is, is it a correction, a bear market, a crash, a depression or just down right panic and fear, the move looks driven by fear and the lower the price goes the more people sell to drive it lower as fear turns to panic, market never learns",0,0,2,1,0
"My aesthetic is tumblr depression, what a shock",0,0,2,0,0
mtn dew kickstart curing my depression,0,0,0,0,0
This pandemic along with the effects of the trade war might cause a depression in China and recession in the US and Europe. $tsla $300 coming.,0,1,1,0,0
All I have to say is depression can kiss my ass. 🙁,0,0,0,0,0
"Anyone know which part of the brain causes the desire for love and companionship?? I'd like to have it removed, thanks, getting sick of the depression that causes me in my life knowing that I couldn't even get a tree stump to fall in love with me .....",0,0,1,0,0
"His character growth goes like this it seems: 

- Kiryu but cockier and ready to Fight
- Depression.png 
- Horny Time
- Oh Guess I'm a Dad Now? 
- Ah that's more like the Kiryu we know! 

(Horny time and Dad are not connected btw)",0,0,6,0,0
"Moving out
Pros: less depression because I'll be away from family
Cons: I'll never leave my room except for work and food and depression will probably increase, bills cost a lot and I'd have to live in the same general area as my parents anyways so it's a big waste of money",0,0,1,0,0
"@DKB_BRAVE Wow. This comment section is why idols get anxiety and depression.
Scroll if you don’t like, lmao. I actually think it’s bomb because YES YOU ARE ALLOWED TO CHANGE CHOREO to make it more of your own style. I’m sure Chungha would approve of this.",1,0,1,0,1
"If they die, my life will turn upside-down on me. When I’m already struggling to battle with anxiety, loneliness, depression, gender dysphoria, and my own mortality... having to worry about the death of of loved one… it does not help. It does not help in the slightest.",1,0,0,0,0
Everyone always talks about how anxiety/depression meds will help but no one told me how I’d be staring at my computer screen for 15 minutes trying to think of the word “comprehend”. This brain fog ain’t it,1,0,2,0,0
"Sometimes I feel from the day people are born they are thrown into a war of love, depression, anxiety, jobs and loss  but it’s not a war I intend to lose #keeeeponnnntruckin",0,0,3,0,0
"Okay this depression is eating me up really bad, I'm going to try to draw something",0,0,3,0,0
"....to weaponise the Coronavirus and predict  ( instigate a panic ) in the general population so as to cause a recession or depression of the global economy. Why, as always to damage Trump. .....",0,0,0,0,0
Lundi grand retour du combo fac+dépression,0,0,0,0,0
"@PlunkettPrime @FAO_Joel @AEVanSaun my gramma is alive, she was born in 1926 amid depression stuff and has survived into smartphones I feel like that's the big one. MAYBE the industrial rev could be comparable but IDK this seems like the big one",0,0,3,0,2
"@logantaylor05 No, it doesn't. We do our best moment to moment. I get tired of the trite cliches too that make it sound so easy. 

Logan, take it moment by moment and give it the best you have in each one. That's all you can do. 

I have anxiety, depression and PTSD. Meds and therapy help.",0,0,0,0,1
@daniellejulih Being open with depression ain’t easy.,1,0,0,0,1
"tw: depression &amp; self harm 

hi I don’t talk ab this enough bc I usually just make jokes ab being depressed bc coping mechanisms 😍😍 but depression sucks and can be so hard to deal with and it can make you feel like you have no other choice than to k word yourself or self harm-",3,0,8,0,0
"Day 2 of being ""off."" Most don't know that I have depression (I don't mention it often) so when I get a flair up it sucks ass. Can't focus, can't enjoy the movies/TV shows/live streams, even cathing up/posting on Twitter, that I usually do. I'm just thankful it's not to bad atm.",1,0,0,0,0
"@ben__mufc @harvsmotion @JEfc83 @CFCJamier @NoerCameron Hey Mr Graveyard shift, keep up.

Oh u work dere

That would explain ur depression 😀

U're now the slave

To the graveyard for that matter lemmaaooo

Kitchen &gt;&gt;&gt;&gt;&gt; Graveyard bdw https://t.co/smniO3HDcK",1,0,0,0,3
"Do I think we have seen the bottom of this downtrend, hell no I expect another week of market depression, fear and down right stupidness, luckily I am sat on cash for the turn, when sense prevails #madness #idiots #overdone",1,0,2,0,0
"@geezer76 Ich bemühe mich, nicht mehr den Enke-Reflex ins Spiel zu bringen, weil die Krankheit Depression das Ganze ja nicht vergleichbar macht. Aber ja, ein solcher Spießrutenlauf kann hart an die Psyche gehen. Wir sollten reifer reagieren, als wie es heute geschehen ist.",1,0,1,0,1
"@Arl_642 Je te donne la force, la dépression n aura plus raison de toi 🙏🙏",0,0,1,0,0
@PhoebePetrovic @fuckpastiche this is really fascinating because memories of parts of this period have a kind of depression-related disconnect for me now &amp; I hadn’t imagined that other people actually do remember this stuff,1,0,3,0,2
When you’re a self aware person with anxiety and depression. shit gets rough in my head,0,0,0,0,0
"Honestly all I can do is to joke, otherwise depression is gonna hit me",0,1,3,0,0
"Thought I had a wave of depression coming on, turns out I was just hungry &amp; dehydrated",0,0,4,0,0
